date,count,sum,high_user_ratio,high_user_ratio_smooth
2024-12-02,168,83,0.49404761904761907,0.5165458581093256
2024-12-03,171,87,0.5087719298245614,0.5029006339377857
2024-12-04,166,91,0.5481927710843374,0.5170041066521727
2024-12-05,171,85,0.49707602339181284,0.5180135747669039
2024-12-06,176,70,0.3977272727272727,0.4809986890678077
2024-12-07,179,85,0.4748603351955307,0.4565545437715388
2024-12-08,161,98,0.6086956521739131,0.49376108669890556
2024-12-09,165,88,0.5333333333333333,0.5389631069009257
2024-12-10,171,102,0.5964912280701754,0.5795067378591406
2024-12-11,169,86,0.5088757396449705,0.5462334336828265
2024-12-12,174,100,0.5747126436781609,0.5600265371311024
2024-12-13,173,103,0.5953757225433526,0.5596547019554947
2024-12-14,175,100,0.5714285714285714,0.5805056458833617
2024-12-15,172,101,0.5872093023255814,0.5846711987658352
2024-12-16,175,89,0.5085714285714286,0.5557364341085272
2024-12-17,178,94,0.5280898876404494,0.5412902061791532
2024-12-18,178,84,0.47191011235955055,0.5028571428571429
2024-12-19,176,92,0.5227272727272727,0.5075757575757577
2024-12-20,176,106,0.6022727272727273,0.5323033707865169
2024-12-21,178,101,0.5674157303370787,0.5641385767790262
2024-12-22,174,105,0.603448275862069,0.5910455778239584
2024-12-23,176,116,0.6590909090909091,0.6099849717633523
2024-12-24,175,104,0.5942857142857143,0.6189416330795642
2024-12-25,170,85,0.5,0.5844588744588745
2024-12-26,178,96,0.5393258426966292,0.5445371856607812
2024-12-27,179,98,0.547486033519553,0.5289372920720609
2024-12-28,175,94,0.5371428571428571,0.5413182444530132
2024-12-29,176,103,0.5852272727272727,0.5566187211298944
2024-12-30,175,93,0.5314285714285715,0.5512662337662338
2024-12-31,180,99,0.55,0.5555519480519481
2025-01-02,170,99,0.5823529411764706,0.5545938375350141
2025-01-03,167,104,0.6227544910179641,0.5850358107314784
2025-01-04,169,110,0.650887573964497,0.6186650020529773
2025-01-05,168,109,0.6488095238095238,0.640817196263995
2025-01-06,173,103,0.5953757225433526,0.6316909401057912
2025-01-07,167,103,0.6167664670658682,0.6203172378062484
2025-01-08,161,99,0.6149068322981367,0.6090163406357859
2025-01-09,159,96,0.6037735849056604,0.6118156280898885
2025-01-10,158,105,0.6645569620253164,0.6277457930763712
2025-01-11,156,103,0.6602564102564102,0.6428623190624624
2025-01-12,161,113,0.7018633540372671,0.675558908772998
2025-01-13,164,103,0.6280487804878049,0.6633895149271608
2025-01-14,166,89,0.536144578313253,0.6220189042794417
2025-01-15,165,90,0.5454545454545454,0.5698826347518678
2025-01-16,164,87,0.5304878048780488,0.5373623095486159
2025-01-17,165,90,0.5454545454545454,0.5404656319290466
2025-01-18,161,97,0.6024844720496895,0.5594756074607613
2025-01-19,161,106,0.6583850931677019,0.6021080368906456
2025-01-20,162,99,0.6111111111111112,0.6239935587761676
2025-01-21,162,90,0.5555555555555556,0.6083505866114562
2025-01-22,161,98,0.6086956521739131,0.5917874396135266
2025-01-23,164,105,0.6402439024390244,0.6014983700561644
2025-01-24,161,95,0.5900621118012422,0.6130005554713933
2025-01-25,167,100,0.5988023952095808,0.6097028031499492
2025-01-26,161,105,0.6521739130434783,0.6136794733514339
2025-01-27,159,92,0.5786163522012578,0.609864220151439
2025-01-28,166,97,0.5843373493975904,0.6050425382141089
2025-01-29,157,87,0.554140127388535,0.5723646096624612
2025-01-30,164,91,0.5548780487804879,0.5644518418555379
2025-01-31,168,99,0.5892857142857143,0.5661012968182458
